date,venue,inning,team,target,over_1,over_2,over_3,over_4,over_5,over_6,runs,wickets
21/04/2010,Dr DY Patil Sports Academy,2,Royal Challengers Bangalore,184,9,10,5,7,10,3,44,1
22/04/2010,Dr DY Patil Sports Academy,1,Chennai Super Kings,0,6,6,13,2,4,8,39,3
22/04/2010,Dr DY Patil Sports Academy,2,Deccan Chargers,142,1,1,8,7,2,4,23,2
24/04/2010,Dr DY Patil Sports Academy,1,Deccan Chargers,0,4,4,6,1,5,7,27,3
24/04/2010,Dr DY Patil Sports Academy,2,Royal Challengers Bangalore,82,6,8,1,6,5,7,33,0
25/04/2010,Dr DY Patil Sports Academy,1,Chennai Super Kings,0,4,2,7,7,9,11,40,0
25/04/2010,Dr DY Patil Sports Academy,2,Mumbai Indians,168,0,3,6,2,10,12,33,1
08/04/2011,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,5,6,7,8,6,13,45,1
08/04/2011,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,153,10,4,11,14,5,8,52,0
09/04/2011,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,10,10,7,3,10,4,44,2
09/04/2011,"Rajiv Gandhi International Stadium, Uppal",2,Rajasthan Royals,137,11,8,2,6,2,2,31,1
09/04/2011,Nehru Stadium,1,Kochi Tuskers Kerala,0,7,16,4,7,8,19,61,0
09/04/2011,Nehru Stadium,2,Royal Challengers Bangalore,161,7,4,11,9,13,4,48,2
10/04/2011,Feroz Shah Kotla,1,Delhi Daredevils,0,10,7,6,0,4,11,38,3
10/04/2011,Feroz Shah Kotla,2,Mumbai Indians,95,1,5,7,6,3,9,31,1
10/04/2011,Dr DY Patil Sports Academy,1,Kings XI Punjab,0,4,1,4,8,9,10,36,5
10/04/2011,Dr DY Patil Sports Academy,2,Pune Warriors,112,2,4,11,10,5,12,44,1
11/04/2011,Eden Gardens,1,Kolkata Knight Riders,0,8,9,2,7,8,12,46,0
11/04/2011,Eden Gardens,2,Deccan Chargers,163,1,7,6,3,6,7,30,2
12/04/2011,Sawai Mansingh Stadium,1,Delhi Daredevils,0,5,2,9,7,7,0,30,2
12/04/2011,Sawai Mansingh Stadium,2,Rajasthan Royals,151,8,5,13,15,2,14,57,1
12/04/2011,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,1,3,10,2,4,4,24,2
12/04/2011,M Chinnaswamy Stadium,2,Mumbai Indians,140,7,4,15,7,0,7,40,1
13/04/2011,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,0,0,2,4,7,14,4,31,2
13/04/2011,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,188,8,7,10,13,11,16,65,1
13/04/2011,Dr DY Patil Sports Academy,1,Kochi Tuskers Kerala,0,9,1,3,9,2,13,37,4
13/04/2011,Dr DY Patil Sports Academy,2,Pune Warriors,148,10,10,7,4,6,7,44,1
14/04/2011,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,3,11,6,6,8,7,41,1
14/04/2011,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,175,2,6,8,6,5,1,28,3
15/04/2011,Sawai Mansingh Stadium,1,Rajasthan Royals,0,6,6,10,3,4,2,31,1
15/04/2011,Sawai Mansingh Stadium,2,Kolkata Knight Riders,159,7,5,11,8,13,18,62,1
15/04/2011,Wankhede Stadium,1,Mumbai Indians,0,7,12,2,10,4,9,44,0
15/04/2011,Wankhede Stadium,2,Kochi Tuskers Kerala,182,5,3,17,5,2,18,50,0
16/04/2011,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,2,4,7,5,15,12,45,0
16/04/2011,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,183,15,3,7,5,1,2,33,3
16/04/2011,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,9,4,5,10,10,10,48,1
16/04/2011,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,165,9,7,10,10,23,3,62,0
17/04/2011,Dr DY Patil Sports Academy,1,Pune Warriors,0,14,5,2,7,14,21,63,1
17/04/2011,Dr DY Patil Sports Academy,2,Delhi Daredevils,187,5,7,12,11,17,15,67,0
17/04/2011,Eden Gardens,1,Rajasthan Royals,0,4,9,7,6,2,8,36,2
17/04/2011,Eden Gardens,2,Kolkata Knight Riders,81,2,7,3,7,4,3,26,1
18/04/2011,Nehru Stadium,1,Chennai Super Kings,0,8,1,2,8,13,10,42,1
18/04/2011,Nehru Stadium,2,Kochi Tuskers Kerala,131,7,3,10,9,11,9,49,1
19/04/2011,Feroz Shah Kotla,1,Deccan Chargers,0,13,1,6,10,6,7,43,1
19/04/2011,Feroz Shah Kotla,2,Delhi Daredevils,168,1,17,9,1,5,5,38,3
20/04/2011,Wankhede Stadium,1,Pune Warriors,0,3,7,6,1,6,10,33,4
20/04/2011,Wankhede Stadium,2,Mumbai Indians,118,6,5,1,8,7,5,32,1
20/04/2011,Eden Gardens,1,Kochi Tuskers Kerala,0,6,5,15,7,5,7,45,0
20/04/2011,Eden Gardens,2,Kolkata Knight Riders,132,7,7,8,5,1,9,37,3
21/04/2011,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,13,14,25,15,6,4,77,1
21/04/2011,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,195,7,5,6,13,7,7,45,2
22/04/2011,Wankhede Stadium,1,Mumbai Indians,0,0,9,1,11,10,9,40,2
22/04/2011,Wankhede Stadium,2,Chennai Super Kings,164,5,5,12,13,3,6,44,2
22/04/2011,Eden Gardens,1,Kolkata Knight Riders,0,19,14,1,9,1,6,50,1
22/04/2011,Eden Gardens,2,Royal Challengers Bangalore,171,8,5,4,15,14,11,57,0
23/04/2011,Feroz Shah Kotla,1,Delhi Daredevils,0,10,4,12,9,17,18,70,0
23/04/2011,Feroz Shah Kotla,2,Kings XI Punjab,231,4,14,7,0,9,12,46,1
24/04/2011,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,0,6,9,10,11,11,10,57,1
24/04/2011,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,172,5,10,10,6,8,2,41,2
24/04/2011,Sawai Mansingh Stadium,1,Kochi Tuskers Kerala,0,9,2,11,6,1,3,32,2
24/04/2011,Sawai Mansingh Stadium,2,Rajasthan Royals,109,8,8,4,3,10,5,38,0
25/04/2011,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,2,8,10,9,6,10,45,0
25/04/2011,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,142,3,9,7,8,13,0,40,4
26/04/2011,Feroz Shah Kotla,1,Delhi Daredevils,0,6,10,8,5,5,8,42,1
26/04/2011,Feroz Shah Kotla,2,Royal Challengers Bangalore,160,10,16,7,12,17,3,65,1
27/04/2011,Dr DY Patil Sports Academy,1,Pune Warriors,0,2,6,14,0,5,10,37,3
27/04/2011,Dr DY Patil Sports Academy,2,Chennai Super Kings,141,0,2,9,8,0,9,28,1
27/04/2011,Nehru Stadium,1,Deccan Chargers,0,3,1,6,7,2,1,20,3
27/04/2011,Nehru Stadium,2,Kochi Tuskers Kerala,129,0,2,4,5,12,6,29,6
28/04/2011,Feroz Shah Kotla,1,Kolkata Knight Riders,0,4,9,2,13,6,8,42,1
28/04/2011,Feroz Shah Kotla,2,Delhi Daredevils,148,7,7,2,12,6,7,41,1
29/04/2011,Sawai Mansingh Stadium,1,Mumbai Indians,0,7,4,11,6,1,2,31,2
29/04/2011,Sawai Mansingh Stadium,2,Rajasthan Royals,94,3,4,5,5,0,1,18,1
29/04/2011,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,3,5,20,9,3,17,57,0
29/04/2011,M Chinnaswamy Stadium,2,Pune Warriors,181,5,8,14,3,5,7,42,1
30/04/2011,Nehru Stadium,1,Delhi Daredevils,0,4,0,7,8,12,3,34,2
30/04/2011,Nehru Stadium,2,Kochi Tuskers Kerala,157,3,7,8,9,2,8,37,3
30/04/2011,Eden Gardens,1,Kings XI Punjab,0,3,7,12,5,8,5,40,2
30/04/2011,Eden Gardens,2,Kolkata Knight Riders,119,5,5,9,15,6,5,45,2
01/05/2011,Sawai Mansingh Stadium,1,Pune Warriors,0,6,10,8,3,10,12,49,1
01/05/2011,Sawai Mansingh Stadium,2,Rajasthan Royals,143,10,9,8,2,0,5,34,1
01/05/2011,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,4,2,7,7,6,8,34,1
01/05/2011,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,165,6,12,20,6,13,7,64,0
02/05/2011,Wankhede Stadium,1,Mumbai Indians,0,3,10,1,5,5,11,35,1
02/05/2011,Wankhede Stadium,2,Kings XI Punjab,159,1,2,3,9,3,6,24,1
02/05/2011,Feroz Shah Kotla,1,Delhi Daredevils,0,9,6,6,6,11,4,42,2
02/05/2011,Feroz Shah Kotla,2,Kochi Tuskers Kerala,140,13,13,4,23,8,6,67,1
03/05/2011,"Rajiv Gandhi International Stadium, Uppal",1,Kolkata Knight Riders,0,11,5,6,5,8,6,41,1
03/05/2011,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,169,1,9,11,10,7,3,41,2
04/05/2011,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,0,9,6,1,6,14,11,47,0
04/05/2011,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,147,5,3,8,10,13,4,43,1
04/05/2011,Dr DY Patil Sports Academy,1,Mumbai Indians,0,5,9,5,5,11,14,49,1
04/05/2011,Dr DY Patil Sports Academy,2,Pune Warriors,160,0,6,6,9,6,4,31,2
05/05/2011,Nehru Stadium,1,Kochi Tuskers Kerala,0,0,7,10,6,7,5,35,2
05/05/2011,Nehru Stadium,2,Kolkata Knight Riders,156,9,6,13,5,7,3,43,0
05/05/2011,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,10,4,5,5,6,13,43,1
05/05/2011,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,175,5,3,3,5,8,5,29,3
06/05/2011,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,9,3,5,21,9,1,48,1
06/05/2011,M Chinnaswamy Stadium,2,Kings XI Punjab,205,4,1,15,7,6,5,38,4
07/05/2011,Eden Gardens,1,Chennai Super Kings,0,1,4,2,2,3,3,15,2
07/05/2011,Eden Gardens,2,Kolkata Knight Riders,114,8,6,7,4,6,2,33,2
07/05/2011,Wankhede Stadium,1,Mumbai Indians,0,10,5,20,6,9,0,50,1
07/05/2011,Wankhede Stadium,2,Delhi Daredevils,178,4,0,3,5,1,10,23,4
08/05/2011,M Chinnaswamy Stadium,1,Kochi Tuskers Kerala,0,7,5,9,8,12,8,49,1
08/05/2011,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,125,9,20,37,1,5,7,79,1
08/05/2011,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,5,13,4,3,4,5,34,1
08/05/2011,"Punjab Cricket Association Stadium, Mohali",2,Pune Warriors,119,0,10,11,9,2,8,40,1
09/05/2011,Sawai Mansingh Stadium,1,Chennai Super Kings,0,7,8,10,9,13,8,55,0
09/05/2011,Sawai Mansingh Stadium,2,Rajasthan Royals,196,8,10,7,3,10,10,48,2
10/05/2011,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,4,8,8,9,10,11,50,0
10/05/2011,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,136,15,9,6,8,5,9,52,0
10/05/2011,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,2,6,10,4,8,9,39,1
10/05/2011,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,163,12,7,0,8,1,5,33,3
11/05/2011,Sawai Mansingh Stadium,1,Rajasthan Royals,0,4,10,9,2,7,11,43,0
11/05/2011,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,146,10,10,12,10,8,16,66,0
12/05/2011,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,6,11,8,2,12,3,42,2
12/05/2011,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,176,4,13,17,6,6,6,52,1
13/05/2011,Holkar Cricket Stadium,1,Kochi Tuskers Kerala,0,15,6,9,5,11,16,62,0
13/05/2011,Holkar Cricket Stadium,2,Kings XI Punjab,178,7,6,12,6,4,14,49,2
14/05/2011,M Chinnaswamy Stadium,1,Kolkata Knight Riders,0,8,7,5,2,4,7,33,3
14/05/2011,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,89,16,23,7,4,8,7,65,2
14/05/2011,Wankhede Stadium,1,Deccan Chargers,0,1,1,3,9,9,9,32,1
14/05/2011,Wankhede Stadium,2,Mumbai Indians,135,5,4,2,8,5,2,26,3
15/05/2011,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,0,5,1,10,7,10,10,43,1
15/05/2011,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,170,10,5,0,3,7,17,42,0
15/05/2011,Holkar Cricket Stadium,1,Rajasthan Royals,0,5,3,10,3,1,10,32,3
15/05/2011,Holkar Cricket Stadium,2,Kochi Tuskers Kerala,97,19,19,7,14,14,14,87,2
16/05/2011,Dr DY Patil Sports Academy,1,Pune Warriors,0,14,4,7,6,4,4,39,2
16/05/2011,Dr DY Patil Sports Academy,2,Deccan Chargers,136,4,8,6,12,10,17,57,0
17/05/2011,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,0,5,9,3,8,4,1,30,1
17/05/2011,Himachal Pradesh Cricket Association Stadium,2,Royal Challengers Bangalore,232,0,5,1,11,10,7,34,3
18/05/2011,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,3,2,14,4,1,17,41,2
18/05/2011,"MA Chidambaram Stadium, Chepauk",2,Kochi Tuskers Kerala,152,3,7,4,13,2,11,40,1
19/05/2011,Dr DY Patil Sports Academy,1,Pune Warriors,0,9,1,7,1,7,4,29,2
19/05/2011,Dr DY Patil Sports Academy,2,Kolkata Knight Riders,118,7,10,15,1,10,1,44,1
20/05/2011,Wankhede Stadium,1,Mumbai Indians,0,2,5,7,3,3,6,26,2
20/05/2011,Wankhede Stadium,2,Rajasthan Royals,133,8,12,4,8,5,15,52,0
21/05/2011,Himachal Pradesh Cricket Association Stadium,1,Deccan Chargers,0,4,11,9,10,13,11,58,0
21/05/2011,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,198,5,9,8,3,11,9,45,2
21/05/2011,Feroz Shah Kotla,1,Delhi Daredevils,0,2,1,13,9,2,6,33,2
22/05/2011,M Chinnaswamy Stadium,1,Chennai Super Kings,0,5,2,5,5,0,6,23,4
22/05/2011,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,128,6,2,5,18,3,10,44,1
22/05/2011,Eden Gardens,1,Kolkata Knight Riders,0,1,8,7,14,14,2,46,2
22/05/2011,Eden Gardens,2,Mumbai Indians,175,13,1,10,9,3,18,54,1
24/05/2011,Wankhede Stadium,1,Royal Challengers Bangalore,0,7,5,12,6,9,5,44,1
24/05/2011,Wankhede Stadium,2,Chennai Super Kings,175,3,9,1,3,8,1,25,2
25/05/2011,Wankhede Stadium,1,Kolkata Knight Riders,0,3,6,5,2,3,6,25,4
25/05/2011,Wankhede Stadium,2,Mumbai Indians,147,14,7,3,10,17,11,62,0
27/05/2011,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,0,27,9,10,11,10,1,68,0
27/05/2011,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,185,10,10,2,6,13,11,52,2
28/05/2011,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,5,11,10,10,12,8,56,0
28/05/2011,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,205,6,9,3,6,14,9,47,2
04/04/2012,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,5,4,6,13,6,8,42,2
04/04/2012,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,112,1,10,12,11,3,16,53,0
05/04/2012,Eden Gardens,1,Kolkata Knight Riders,0,9,6,9,7,3,12,46,4
05/04/2012,Eden Gardens,2,Delhi Daredevils,97,5,11,10,8,5,9,48,0
06/04/2012,Wankhede Stadium,1,Pune Warriors,0,0,2,7,11,7,3,30,3
06/04/2012,Wankhede Stadium,2,Mumbai Indians,129,2,3,2,4,10,6,27,3
06/04/2012,Sawai Mansingh Stadium,1,Rajasthan Royals,0,5,11,16,10,6,9,57,0
06/04/2012,Sawai Mansingh Stadium,2,Kings XI Punjab,191,12,3,3,17,5,5,45,2
07/04/2012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,4,7,19,7,4,5,46,2
07/04/2012,M Chinnaswamy Stadium,2,Delhi Daredevils,157,14,10,6,2,8,6,46,1
07/04/2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Chennai Super Kings,0,2,7,6,5,18,6,44,2
07/04/2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Deccan Chargers,193,4,12,5,11,3,10,45,1
08/04/2012,Sawai Mansingh Stadium,1,Rajasthan Royals,0,1,3,11,7,7,8,37,1
08/04/2012,Sawai Mansingh Stadium,2,Kolkata Knight Riders,164,4,4,2,3,10,4,27,4
08/04/2012,Subrata Roy Sahara Stadium,1,Pune Warriors,0,10,5,6,7,8,2,38,2
08/04/2012,Subrata Roy Sahara Stadium,2,Kings XI Punjab,166,3,4,2,2,2,6,19,2
09/04/2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Deccan Chargers,0,2,5,2,9,9,18,45,2
09/04/2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,138,2,6,2,0,5,14,29,2
10/04/2012,M Chinnaswamy Stadium,1,Kolkata Knight Riders,0,4,8,8,15,12,13,60,0
10/04/2012,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,165,6,1,1,6,6,0,20,3
10/04/2012,Feroz Shah Kotla,1,Chennai Super Kings,0,4,8,14,2,7,6,41,2
10/04/2012,Feroz Shah Kotla,2,Delhi Daredevils,110,12,7,12,2,11,6,50,2
11/04/2012,Wankhede Stadium,1,Mumbai Indians,0,2,3,21,7,11,10,54,1
11/04/2012,Wankhede Stadium,2,Rajasthan Royals,197,7,2,3,11,12,9,44,2
12/04/2012,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,0,5,3,10,9,1,1,29,3
12/04/2012,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,115,7,6,1,6,8,10,38,1
13/04/2012,Eden Gardens,1,Rajasthan Royals,0,4,7,5,7,10,12,45,0
13/04/2012,Eden Gardens,2,Kolkata Knight Riders,131,10,3,5,4,4,10,36,1
14/04/2012,Subrata Roy Sahara Stadium,1,Chennai Super Kings,0,1,7,5,18,8,4,43,0
14/04/2012,Subrata Roy Sahara Stadium,2,Pune Warriors,155,6,10,15,12,5,8,56,1
15/04/2012,Eden Gardens,1,Kings XI Punjab,0,7,7,3,4,3,2,26,2
15/04/2012,Eden Gardens,2,Kolkata Knight Riders,134,2,11,9,11,8,7,48,2
15/04/2012,M Chinnaswamy Stadium,1,Rajasthan Royals,0,2,9,0,15,8,9,43,0
15/04/2012,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,195,7,4,17,10,4,12,54,2
16/04/2012,Wankhede Stadium,1,Mumbai Indians,0,2,1,2,2,9,7,23,2
16/04/2012,Wankhede Stadium,2,Delhi Daredevils,92,8,6,4,4,12,7,41,1
17/04/2012,Sawai Mansingh Stadium,1,Deccan Chargers,0,9,7,10,13,10,8,57,0
17/04/2012,Sawai Mansingh Stadium,2,Rajasthan Royals,196,5,12,8,14,11,12,62,1
17/04/2012,M Chinnaswamy Stadium,1,Pune Warriors,0,5,13,12,7,11,10,58,0
17/04/2012,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,182,3,1,13,18,5,2,42,2
18/04/2012,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,8,7,9,5,5,11,45,1
18/04/2012,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,124,10,8,0,14,15,6,53,1
19/04/2012,Feroz Shah Kotla,1,Deccan Chargers,0,2,7,3,14,9,15,50,1
19/04/2012,Feroz Shah Kotla,2,Delhi Daredevils,157,2,5,7,6,7,7,34,3
19/04/2012,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,6,2,1,8,11,14,42,0
19/04/2012,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,164,9,6,7,4,9,18,53,2
20/04/2012,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,3,7,5,5,7,14,41,2
20/04/2012,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,163,3,5,9,1,7,11,36,3
21/04/2012,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,0,5,8,6,15,2,5,41,1
21/04/2012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,146,2,12,9,6,11,5,45,0
21/04/2012,Feroz Shah Kotla,1,Pune Warriors,0,0,3,11,13,7,18,52,1
21/04/2012,Feroz Shah Kotla,2,Delhi Daredevils,192,5,7,2,2,13,20,49,1
22/04/2012,Wankhede Stadium,1,Mumbai Indians,0,0,3,8,11,6,11,39,0
22/04/2012,Wankhede Stadium,2,Kings XI Punjab,163,10,6,10,6,10,6,48,0
22/04/2012,Barabati Stadium,1,Deccan Chargers,0,6,2,13,9,5,4,39,1
22/04/2012,Barabati Stadium,2,Kolkata Knight Riders,126,5,4,8,9,6,10,42,1
23/04/2012,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,0,5,10,8,2,2,10,37,1
23/04/2012,Sawai Mansingh Stadium,2,Rajasthan Royals,189,8,10,7,6,4,13,48,0
24/04/2012,Subrata Roy Sahara Stadium,1,Pune Warriors,0,1,1,5,7,4,10,28,2
24/04/2012,Subrata Roy Sahara Stadium,2,Delhi Daredevils,146,8,7,7,12,12,15,61,1
25/04/2012,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,3,6,14,3,9,9,44,1
25/04/2012,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,168,4,8,7,7,3,11,40,0
26/04/2012,Subrata Roy Sahara Stadium,1,Deccan Chargers,0,16,4,9,10,9,2,50,2
26/04/2012,Subrata Roy Sahara Stadium,2,Pune Warriors,177,3,8,8,11,9,5,44,2
27/04/2012,Feroz Shah Kotla,1,Delhi Daredevils,0,1,7,15,11,6,14,54,0
27/04/2012,Feroz Shah Kotla,2,Mumbai Indians,207,10,8,1,11,6,13,49,3
28/04/2012,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,0,9,11,5,5,8,5,43,0
28/04/2012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,156,2,6,12,11,14,3,48,1
28/04/2012,Eden Gardens,1,Kolkata Knight Riders,0,11,2,10,10,7,6,46,0
28/04/2012,Eden Gardens,2,Royal Challengers Bangalore,190,2,7,13,9,1,3,35,3
29/04/2012,Feroz Shah Kotla,1,Delhi Daredevils,0,7,6,6,5,11,7,42,2
29/04/2012,Feroz Shah Kotla,2,Rajasthan Royals,152,6,8,8,2,6,10,40,0
29/04/2012,Wankhede Stadium,1,Deccan Chargers,0,3,9,8,9,7,2,38,1
29/04/2012,Wankhede Stadium,2,Mumbai Indians,100,1,6,2,10,8,4,31,2
30/04/2012,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,4,1,10,11,6,11,43,2
30/04/2012,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,139,7,7,1,6,10,6,37,1
01/05/2012,Barabati Stadium,1,Deccan Chargers,0,4,0,10,7,5,7,33,2
01/05/2012,Barabati Stadium,2,Pune Warriors,186,3,8,10,8,2,17,48,1
01/05/2012,Sawai Mansingh Stadium,1,Rajasthan Royals,0,5,11,18,4,12,6,56,0
01/05/2012,Sawai Mansingh Stadium,2,Delhi Daredevils,141,1,13,14,7,16,10,61,1
02/05/2012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,1,7,2,14,1,8,33,1
02/05/2012,M Chinnaswamy Stadium,2,Kings XI Punjab,158,11,6,10,8,9,9,53,1
03/05/2012,Subrata Roy Sahara Stadium,1,Mumbai Indians,0,4,0,7,13,4,14,42,0
03/05/2012,Subrata Roy Sahara Stadium,2,Pune Warriors,120,6,7,6,1,11,6,37,1
04/05/2012,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,6,5,6,9,21,9,56,1
04/05/2012,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,160,4,5,8,8,15,7,47,1
05/05/2012,Eden Gardens,1,Kolkata Knight Riders,0,7,9,6,10,17,19,68,0
05/05/2012,Eden Gardens,2,Pune Warriors,150,10,8,4,6,7,10,45,2
05/05/2012,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,0,3,5,7,15,15,19,64,1
05/05/2012,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,177,8,0,5,9,5,6,33,2
06/05/2012,Wankhede Stadium,1,Chennai Super Kings,0,7,8,3,4,24,6,52,1
06/05/2012,Wankhede Stadium,2,Mumbai Indians,173,0,8,6,12,12,8,46,1
06/05/2012,M Chinnaswamy Stadium,1,Deccan Chargers,0,11,11,2,7,8,7,46,0
06/05/2012,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,181,11,7,8,0,10,10,46,0
07/05/2012,Feroz Shah Kotla,1,Delhi Daredevils,0,0,17,17,7,2,7,50,2
07/05/2012,Feroz Shah Kotla,2,Kolkata Knight Riders,153,10,4,7,16,13,10,60,0
08/05/2012,Subrata Roy Sahara Stadium,1,Pune Warriors,0,6,1,8,7,6,7,35,1
08/05/2012,Subrata Roy Sahara Stadium,2,Rajasthan Royals,125,4,1,16,8,12,8,49,2
08/05/2012,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,0,5,18,7,8,4,9,51,0
08/05/2012,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,170,8,2,6,5,10,9,40,2
09/05/2012,Wankhede Stadium,1,Mumbai Indians,0,1,1,1,2,7,13,25,2
09/05/2012,Wankhede Stadium,2,Royal Challengers Bangalore,141,4,3,1,14,5,8,35,0
10/05/2012,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,8,8,3,5,4,5,33,2
10/05/2012,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,187,16,7,6,13,2,20,64,1
10/05/2012,Sawai Mansingh Stadium,1,Rajasthan Royals,0,5,5,9,1,5,3,28,2
10/05/2012,Sawai Mansingh Stadium,2,Chennai Super Kings,126,1,9,5,13,2,6,36,2
11/05/2012,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,0,3,8,14,4,12,25,66,0
11/05/2012,Subrata Roy Sahara Stadium,2,Pune Warriors,173,4,6,4,12,12,12,50,3
12/05/2012,Eden Gardens,1,Mumbai Indians,0,1,12,5,11,14,6,49,1
12/05/2012,Eden Gardens,2,Kolkata Knight Riders,182,2,2,8,4,7,9,32,2
12/05/2012,"MA Chidambaram Stadium, Chepauk",1,Delhi Daredevils,0,5,7,6,3,3,3,27,4
12/05/2012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,114,2,8,5,10,13,7,45,0
13/05/2012,Sawai Mansingh Stadium,1,Rajasthan Royals,0,8,5,6,10,5,11,45,1
13/05/2012,Sawai Mansingh Stadium,2,Pune Warriors,170,3,8,5,9,1,7,33,4
13/05/2012,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,0,5,15,7,6,8,6,47,1
